fixture	pile	n_pixels	c_size	c_dssim	tiny_size	tiny_dssim	baseline_size	baseline_dssim	size_pass	dssim_pass	both	baseline_both	regression
p56_480x320.png	PileA	153600	81873	0.001656	95761	0.002436	81873	0.001656	N	Y	N	N	
p57_480x320.png	PileA	153600	75811	0.000043	75324	0.000158	75811	0.000043	N	Y	N	N	
p58_480x320.png	PileC	153600	67505	0.002917	81261	0.002346	67505	0.002917	N	N	N	N	
p59_480x320.png	PASS	153600	36835	0.000290	52091	0.000309	36835	0.000290	Y	Y	Y	Y	
p5_480x320.png	PASS	153600	36136	0.006866	51296	0.008583	36136	0.006866	Y	Y	Y	Y	
p60_1024x768.png	PASS	786432	151727	0.004375	217158	0.007327	151727	0.004375	Y	Y	Y	Y	
p61_1024x768.png	PileC	786432	196077	0.003371	234630	0.003119	196077	0.003371	N	N	N	N	
p62_1024x768.png	PASS	786432	140766	0.003905	211004	0.004724	140766	0.003905	Y	Y	Y	Y	
p63_1024x768.png	PileB	786432	143186	0.007149	229471	0.006507	143186	0.007149	Y	N	N	N	
p64_1024x768.png	PASS	786432	144134	0.002865	216671	0.003442	144134	0.002865	Y	Y	Y	Y	
p65_1024x768.png	PASS	786432	113145	0.008486	205736	0.008849	113145	0.008486	Y	Y	Y	Y	
p66_1024x768.png	PASS	786432	195258	0.002914	279224	0.003155	195258	0.002914	Y	Y	Y	Y	
p67_1024x768.png	PileB	786432	227074	0.001224	290900	0.001123	227074	0.001224	Y	N	N	N	
p68_1024x768.png	PileA	786432	249267	0.000768	308740	0.000808	249267	0.000768	N	Y	N	N	
p69_1024x768.png	PileC	786432	328513	0.000830	397715	0.000676	328513	0.000830	N	N	N	N	
p6_480x320.png	PileA	153600	59151	0.001598	70827	0.002102	59151	0.001598	N	Y	N	N	
p70_1024x768.png	PileA	786432	280380	0.000607	341997	0.000737	280380	0.000607	N	Y	N	N	
p71_1024x768.png	PASS	786432	248053	0.001024	311504	0.001762	248053	0.001024	Y	Y	Y	Y	
p72_1024x768.png	PileA	786432	449259	0.000703	470158	0.000904	449259	0.000703	N	Y	N	N	
p73_1024x768.png	PileA	786432	330892	0.000506	382491	0.000739	330892	0.000506	N	Y	N	N	
p74_1024x768.png	PileA	786432	507720	0.000679	538102	0.000957	507720	0.000679	N	Y	N	N	
p75_1024x768.png	PileA	786432	265949	0.001170	313180	0.001492	265949	0.001170	N	Y	N	N	
p76_1024x768.png	PileC	786432	454198	0.001436	534251	0.001294	454198	0.001436	N	N	N	N	
p77_1024x768.png	PileC	786432	301982	0.002612	350911	0.002117	301982	0.002612	N	N	N	N	
p78_1024x768.png	PileC	786432	372578	0.002055	416159	0.001696	372578	0.002055	N	N	N	N	
p79_1024x768.png	PASS	786432	213265	0.000926	304398	0.001098	213265	0.000926	Y	Y	Y	Y	
p7_480x320.png	PileC	153600	64611	0.001061	70280	0.000989	64611	0.001061	N	N	N	N	
p80_1024x768.png	PileA	786432	333034	0.008997	385496	0.009618	333034	0.008997	N	Y	N	N	
p81_1024x768.png	PileA	786432	499349	0.000216	607833	0.000328	499349	0.000216	N	Y	N	N	
p82_1024x768.png	PASS	786432	146594	0.000485	233067	0.001274	146594	0.000485	Y	Y	Y	Y	
p83_1024x768.png	PileA	786432	310352	0.000000	187468	0.001322	310352	0.000000	N	Y	N	N	
p84_1024x768.png	PileA	786432	387329	0.000554	464887	0.000658	387329	0.000554	N	Y	N	N	
p85_1024x768.png	PASS	786432	352240	0.000248	469043	0.000355	352240	0.000248	Y	Y	Y	Y	
p86_1024x768.png	PileA	786432	325475	0.000863	362899	0.001391	325475	0.000863	N	Y	N	N	
p87_1024x768.png	PileC	786432	459281	0.001844	558368	0.000985	459281	0.001844	N	N	N	N	
p88_1024x768.png	PileA	786432	515745	0.000582	555329	0.000801	515745	0.000582	N	Y	N	N	
p89_1024x768.png	PileB	786432	190976	0.002582	292903	0.001851	190976	0.002582	Y	N	N	N	
p8_480x320.png	PileA	153600	65693	0.000575	72744	0.000823	65693	0.000575	N	Y	N	N	
p90_1024x768.png	PileA	786432	128413	0.000186	132566	0.001198	128413	0.000186	N	Y	N	N	
p91_1024x768.png	PileA	786432	503523	0.000172	562393	0.000324	503523	0.000172	N	Y	N	N	
p92_1024x768.png	PASS	786432	241520	0.003704	317610	0.004047	241520	0.003704	Y	Y	Y	Y	
p93_1024x768.png	PASS	786432	396498	0.004799	519650	0.006102	396498	0.004799	Y	Y	Y	Y	
p94_1024x768.png	PileB	786432	163833	0.005269	269857	0.002666	163833	0.005269	Y	N	N	N	
p95_1024x768.png	PASS	786432	209820	0.000336	289119	0.000427	209820	0.000336	Y	Y	Y	Y	
p96_1024x768.png	PileA	786432	270284	0.000467	318863	0.000639	270284	0.000467	N	Y	N	N	
p97_1024x768.png	PileA	786432	313105	0.000809	377097	0.001128	313105	0.000809	N	Y	N	N	
p98_1024x768.png	PileA	786432	187207	0.000000	151345	0.000484	187207	0.000000	N	Y	N	N	
p99_1024x768.png	PileA	786432	318993	0.000570	373792	0.000754	318993	0.000570	N	Y	N	N	
p9_480x320.png	PileC	153600	62822	0.000923	78259	0.000610	62822	0.000923	N	N	N	N	
s000_gradient_1084x959.png	PileB	1039556	3604	0.000029	6526	0.000000	3604	0.000029	Y	N	N	N	
s001_gradient_1461x635.png	PileA	927735	2979	0.000000	3288	0.000380	2979	0.000000	N	Y	N	N	
s002_gradient_1592x927.png	PASS	1475784	42850	0.000007	75004	0.000073	42850	0.000007	Y	Y	Y	Y	
s003_gradient_2298x2088.png	PileB	4798224	10031	0.000020	23975	0.000000	10031	0.000020	Y	N	N	N	
s004_gradient_1546x574.png	PileA	887404	2643	0.000000	2925	0.000058	2643	0.000000	N	Y	N	N	
s005_gradient_1267x606.png	PileA	767802	43020	0.000022	51833	0.000091	43020	0.000022	N	Y	N	N	
s006_gradient_1306x1113.png	PileB	1453578	3668	0.000001	8292	0.000000	3668	0.000001	Y	Y	Y	Y	
s007_gradient_575x1620.png	PASS	931500	4446	0.000033	6558	0.000219	4446	0.000033	Y	Y	Y	Y	
s008_gradient_851x1764.png	PASS	1501164	38521	0.000002	64993	0.000052	38521	0.000002	Y	Y	Y	Y	
s009_gradient_782x748.png	PileB	584936	2499	0.000021	4104	0.000000	2499	0.000021	Y	N	N	N	
s010_gradient_1689x1549.png	PileB	2616261	6325	0.000028	13982	0.000000	6325	0.000028	Y	N	N	N	
s011_gradient_2345x2127.png	PASS	4987815	124343	0.000000	191227	0.000185	124343	0.000000	Y	Y	Y	Y	
s012_gradient_2267x2091.png	PASS	4740297	9780	0.000000	23623	0.000000	9780	0.000000	Y	Y	Y	Y	
s013_gradient_738x576.png	PASS	425088	2292	0.000000	3262	0.000000	2292	0.000000	Y	Y	Y	Y	
s014_gradient_1019x1768.png	PASS	1801592	75762	0.000032	126419	0.000069	75762	0.000032	Y	Y	Y	Y	
s015_gradient_1880x2181.png	PileB	4100280	9418	0.000035	21275	0.000000	9418	0.000035	Y	N	N	N	
s016_gradient_1081x1662.png	PASS	1796622	5414	0.000032	9687	0.000091	5414	0.000032	Y	Y	Y	Y	
s017_gradient_1023x1665.png	PASS	1703295	60623	0.000021	86722	0.000519	60623	0.000021	Y	Y	Y	Y	
s018_gradient_1722x675.png	PASS	1162350	2967	0.000000	6281	0.000000	2967	0.000000	Y	Y	Y	Y	
s019_gradient_2029x1022.png	PASS	2073638	4327	0.000000	10584	0.000000	4327	0.000000	Y	Y	Y	Y	
s020_gradient_1779x874.png	PASS	1554846	62486	0.000030	105710	0.000088	62486	0.000030	Y	Y	Y	Y	
s021_gradient_1369x1631.png	PASS	2232839	6225	0.000000	12595	0.000000	6225	0.000000	Y	Y	Y	Y	
s022_gradient_1285x532.png	PileA	683620	2516	0.000019	2571	0.000037	2516	0.000019	N	Y	N	N	
s023_gradient_995x1142.png	PASS	1136290	43671	0.000016	72311	0.000164	43671	0.000016	Y	Y	Y	Y	
s024_gradient_818x1299.png	PileB	1062582	4192	0.000022	7425	0.000000	4192	0.000022	Y	N	N	N	
s025_noise_400x300.png	PileA	120000	115197	0.000140	119618	0.000212	115197	0.000140	N	Y	N	N	
s026_noise_500x380.png	PileA	190000	188341	0.000256	188431	0.000457	188341	0.000256	N	Y	N	N	
s027_noise_600x460.png	PileA	276000	273738	0.000426	273000	0.000749	273738	0.000426	N	Y	N	N	
s028_noise_700x540.png	PileA	378000	374819	0.000632	373261	0.001101	374819	0.000632	N	Y	N	N	
s029_noise_800x620.png	PileA	496000	443549	0.001346	489387	0.001488	443549	0.001346	N	Y	N	N	
s030_noise_900x700.png	PileA	630000	562641	0.001749	621758	0.001920	562641	0.001749	N	Y	N	N	
s031_noise_1000x780.png	PileA	780000	697621	0.002218	770535	0.002315	697621	0.002218	N	Y	N	N	
s032_noise_1100x860.png	PileA	946000	847065	0.002724	935786	0.002729	847065	0.002724	N	Y	N	N	
s033_noise_1200x940.png	PileC	1128000	1010932	0.003145	1118644	0.003039	1010932	0.003145	N	N	N	N	
s034_noise_1300x1020.png	PileC	1326000	1188122	0.003622	1317528	0.003223	1188122	0.003622	N	N	N	N	
s035_noise_1400x1100.png	PileC	1540000	1381717	0.003931	1532886	0.003360	1381717	0.003931	N	N	N	N	
s036_noise_1500x1180.png	PileC	1770000	1590795	0.004274	1764860	0.003411	1590795	0.004274	N	N	N	N	
s037_noise_1600x1260.png	PileC	2016000	1812035	0.004423	2014224	0.003393	1812035	0.004423	N	N	N	N	
s038_noise_1700x1340.png	PileC	2278000	2048487	0.004539	2279270	0.003326	2048487	0.004539	N	N	N	N	
s039_noise_1800x1420.png	PileC	2556000	2298440	0.004480	2558581	0.003319	2298440	0.004480	N	N	N	N	
s040_stripes_p2.png	PileA	250000	197	0.000000	197	0.000000	197	0.000000	N	Y	N	N	
s041_stripes_p5.png	PileA	250000	203	0.000000	203	0.000000	203	0.000000	N	Y	N	N	
s042_stripes_p8.png	PileA	250000	195	0.000000	195	0.000000	195	0.000000	N	Y	N	N	
s043_stripes_p11.png	PileA	250000	209	0.000000	209	0.000000	209	0.000000	N	Y	N	N	
s044_stripes_p14.png	PileA	250000	204	0.000000	203	0.000000	204	0.000000	N	Y	N	N	
s045_stripes_p17.png	PileA	250000	213	0.000000	213	0.000000	213	0.000000	N	Y	N	N	
s046_stripes_p20.png	PileA	250000	199	0.000000	199	0.000000	199	0.000000	N	Y	N	N	
s047_stripes_p23.png	PileA	250000	215	0.000000	215	0.000000	215	0.000000	N	Y	N	N	
s048_stripes_p26.png	PileA	250000	207	0.000000	207	0.000000	207	0.000000	N	Y	N	N	
s049_stripes_p29.png	PileA	250000	219	0.000000	219	0.000000	219	0.000000	N	Y	N	N	
s050_stripes_p32.png	PASS	250000	147	0.000000	200	0.000000	147	0.000000	Y	Y	Y	Y	
s051_stripes_p35.png	PileA	250000	221	0.000000	220	0.000000	221	0.000000	N	Y	N	N	
s052_stripes_p38.png	PileA	250000	209	0.000000	209	0.000000	209	0.000000	N	Y	N	N	
s053_stripes_p41.png	PileA	250000	219	0.000000	219	0.000000	219	0.000000	N	Y	N	N	
s054_stripes_p44.png	PileA	250000	203	0.000000	203	0.000000	203	0.000000	N	Y	N	N	
s055_solid.png	PileA	30000	98	0.000000	98	0.000000	98	0.000000	N	Y	N	N	
s056_solid.png	PileA	45000	99	0.000000	100	0.000000	99	0.000000	N	Y	N	N	
s057_solid.png	PileA	63000	103	0.000000	103	0.000000	103	0.000000	N	Y	N	N	
s058_solid.png	PileA	84000	105	0.000000	105	0.000000	105	0.000000	N	Y	N	N	
s059_solid.png	PileA	108000	108	0.000000	108	0.000000	108	0.000000	N	Y	N	N	
s060_solid.png	PileA	135000	111	0.000000	111	0.000000	111	0.000000	N	Y	N	N	
s061_solid.png	PileA	165000	115	0.000000	115	0.000000	115	0.000000	N	Y	N	N	
s062_solid.png	PileA	198000	119	0.000000	119	0.000000	119	0.000000	N	Y	N	N	
s063_solid.png	PileA	234000	122	0.000000	122	0.000000	122	0.000000	N	Y	N	N	
s064_solid.png	PileA	273000	128	0.000000	128	0.000000	128	0.000000	N	Y	N	N	
s065_text.png	PileA	480000	4205	0.000006	3811	0.000009	4205	0.000006	N	Y	N	N	
s066_text.png	PileA	480000	4027	0.000005	3673	0.000008	4027	0.000005	N	Y	N	N	
s067_text.png	PileA	480000	4103	0.000005	3795	0.000008	4103	0.000005	N	Y	N	N	
s068_text.png	PileA	480000	4216	0.000005	3836	0.000007	4216	0.000005	N	Y	N	N	
s069_text.png	PileA	480000	4075	0.000006	3714	0.000009	4075	0.000006	N	Y	N	N	
s070_text.png	PileA	480000	4151	0.000006	3776	0.000008	4151	0.000006	N	Y	N	N	
s071_text.png	PileA	480000	4217	0.000006	3814	0.000008	4217	0.000006	N	Y	N	N	
s072_text.png	PileA	480000	4142	0.000006	3740	0.000008	4142	0.000006	N	Y	N	N	
s073_text.png	PileA	480000	4174	0.000005	3882	0.000007	4174	0.000005	N	Y	N	N	
s074_text.png	PileA	480000	4163	0.000006	3872	0.000007	4163	0.000006	N	Y	N	N	
s075_text.png	PileA	480000	4300	0.000005	3882	0.000007	4300	0.000005	N	Y	N	N	
s076_text.png	PileA	480000	4058	0.000007	3730	0.000008	4058	0.000007	N	Y	N	N	
s077_text.png	PileA	480000	4163	0.000006	3884	0.000007	4163	0.000006	N	Y	N	N	
s078_text.png	PileA	480000	4270	0.000006	3899	0.000008	4270	0.000006	N	Y	N	N	
s079_text.png	PileA	480000	4121	0.000005	3791	0.000008	4121	0.000005	N	Y	N	N	
s080_chart.png	PileA	400000	1061	0.000000	1092	0.000000	1061	0.000000	N	Y	N	N	
s081_chart.png	PileA	450000	1206	0.000000	1402	0.000000	1206	0.000000	N	Y	N	N	
s082_chart.png	PileA	500000	1194	0.000000	1249	0.000000	1194	0.000000	N	Y	N	N	
s083_chart.png	PASS	550000	1264	0.000000	1883	0.000000	1264	0.000000	Y	Y	Y	Y	
s084_chart.png	PASS	600000	1165	0.000000	1569	0.000000	1165	0.000000	Y	Y	Y	Y	
s085_trans_circle.png	PileA	160000	715	0.000000	710	0.000000	715	0.000000	N	Y	N	N	
s086_trans_circle.png	PileA	184900	779	0.000000	764	0.000000	779	0.000000	N	Y	N	N	
s087_trans_circle.png	PileA	211600	820	0.000000	810	0.000000	820	0.000000	N	Y	N	N	
s088_trans_circle.png	PileA	240100	864	0.000000	857	0.000000	864	0.000000	N	Y	N	N	
s089_trans_circle.png	PileA	270400	931	0.000000	910	0.000000	931	0.000000	N	Y	N	N	
s090_trans_circle.png	PileA	302500	1012	0.000000	975	0.000000	1012	0.000000	N	Y	N	N	
s091_trans_circle.png	PileA	336400	1067	0.000000	1027	0.000000	1067	0.000000	N	Y	N	N	
s092_trans_circle.png	PileA	372100	1130	0.000000	1125	0.000000	1130	0.000000	N	Y	N	N	
s093_trans_circle.png	PileA	409600	1213	0.000000	1184	0.000000	1213	0.000000	N	Y	N	N	
s094_trans_circle.png	PileA	448900	1272	0.000000	1244	0.000000	1272	0.000000	N	Y	N	N	
s095_sprites.png	PileA	480000	2963	0.000000	3091	0.000000	2963	0.000000	N	Y	N	N	
s096_sprites.png	PileA	540000	2930	0.000000	3037	0.000000	2930	0.000000	N	Y	N	N	
s097_sprites.png	PileA	600000	2910	0.000000	3018	0.000000	2910	0.000000	N	Y	N	N	
s098_sprites.png	PileA	660000	2949	0.000000	3079	0.000000	2949	0.000000	N	Y	N	N	
s099_sprites.png	PileA	720000	2961	0.000000	3089	0.000000	2961	0.000000	N	Y	N	N	
wm00_!-tylewice-wiatrak-windmill-abri-20.png	PileC	7962624	4286399	0.001048	4546861	0.000916	4286399	0.001048	N	N	N	N	
wm01_!MQ_DSF9592-EnhancedAnd2more_fused_.png	PileA	14428568	4022047	0.001463	4153502	0.002061	4022047	0.001463	N	Y	N	N	
wm02_"1930"_Pur_Sang_Type_35_Replica_in_.png	PileA	17997980	8937602	0.000579	8384876	0.007703	9019843	0.000526	N	Y	N	N	
wm03_"A_Justiça"_sculpture_(Leopoldo_de_.png	PileA	22112622	6679323	0.000870	6955915	0.001447	6679323	0.000870	N	Y	N	N	
wm04_"A_Justiça"_sculpture_(Leopoldo_de_.png	PileA	21591270	7357464	0.001096	6960982	0.001122	7357464	0.001096	N	Y	N	N	
wm05_"Access_to_Justice"_by_John_Atkin_(.png	PileA	20704000	10413894	0.002759	9306636	0.002778	10413894	0.002759	N	Y	N	N	
wm06_"Access_to_Justice"_by_John_Atkin_(.png	PileA	22400000	11474796	0.001751	11717157	0.001824	11474796	0.001751	N	Y	N	N	
wm07_"Alte_Post",_Dorfstrasse_9_in_Leuzi.png	PileC	20160000	8847794	0.003054	8423737	0.001865	8847794	0.003054	N	N	N	N	
wm08_"Alter_Löwen"_in_Märstetten_TG.jpg.png	PileA	11760000	5073545	0.001182	4753932	0.001399	5073545	0.001182	N	Y	N	N	
wm09_"Alter_Stern"_in_Siegershausen.jpg.png	PileA	12000000	6049640	0.000857	5388853	0.001062	6069790	0.000868	N	Y	N	N	
wm10_Birds-1310600,_Wainuiomata,_Welling.png	PileC	7736995	4163448	0.002807	3956509	0.002417	4163448	0.002807	N	N	N	N	
wm11_Crested_hawk-eagle_(Nisaetus_cirrha.png	PileA	15103480	7568967	0.001670	7658631	0.002968	7568967	0.001670	N	Y	N	N	
wm12_Little_Egret-1000534,_Dingle_Penins.png	PileA	20155392	8642125	0.002542	7902013	0.002847	8642125	0.002542	N	Y	N	N	
wm13_Little_Egret-1000590,_Dingle_Penins.png	PileC	20155392	12182739	0.001915	11343659	0.001866	12182739	0.001915	N	N	N	N	
wm14_Little_Egret-1000593,_Dingle_Penins.png	PileC	20155392	9921069	0.002516	8916424	0.002288	9921069	0.002516	N	N	N	N	
wm_0_Cat03.png	PileB	1635840	503297	0.001394	660880	0.001258	503297	0.001394	Y	N	N	N	
01-png-transparency-demo.png	b7	480000	36625	0.034110	48295	0.219567	0	0.000000	Y	Y	Y	N	
02-pluto-transparent.png	b7	399424	60789	0.003056	180788	0.018355	0	0.000000	Y	Y	Y	N	
03-wikipedia-logo.png	b7	36600	10135	0.000629	13492	0.131354	0	0.000000	Y	Y	Y	N	
04-photo-portrait.png	b7	960000	434158	0.000808	569959	0.001619	0	0.000000	Y	Y	Y	N	
05-photo-mountain.png	b7	960000	326977	0.003320	434250	0.002231	0	0.000000	Y	N	N	N	
06-photo-landscape.png	b7	1440000	997089	0.000585	1091878	0.000854	0	0.000000	N	Y	N	N	
07-photo-product.png	b7	786432	296363	0.000465	367414	0.000715	0	0.000000	N	Y	N	N	
